taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,pddlDomainModelId,pddlEmbedded,verifierEvidence,domainPath,domainUse,domainGeneratedThisTrial,initialStateSnapshotPath,ragContextEnabled,completedAt
cook_shrimp_alkharid,pddl,gemma3:12b,1,true,runs\traces\2026-05-04T14-53-16-871Z-pddl-cook_shrimp_alkharid.json,true,28221,0,0,3,105,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-11-run-1.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-11-run-1.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-pddl-gemma3_12b-trial-11-run-1.json,false,2026-05-04T14:53:45.110Z
cook_shrimp_alkharid,pddl,gemma3:12b,2,true,runs\traces\2026-05-04T14-54-21-989Z-pddl-cook_shrimp_alkharid.json,true,23096,0,0,1,96,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-12-run-2.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-12-run-2.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-pddl-gemma3_12b-trial-12-run-2.json,false,2026-05-04T14:54:45.120Z
cook_shrimp_alkharid,pddl,gemma3:12b,3,true,runs\traces\2026-05-04T14-55-21-888Z-pddl-cook_shrimp_alkharid.json,true,26210,0,0,2,102,short-model-id-shrimp-cooking,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-13-run-3.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-13-run-3.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-pddl-gemma3_12b-trial-13-run-3.json,false,2026-05-04T14:55:48.131Z
cook_shrimp_alkharid,pddl,gemma3:12b,4,true,runs\traces\2026-05-04T14-56-25-470Z-pddl-cook_shrimp_alkharid.json,true,25016,0,0,2,101,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-14-run-4.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-14-run-4.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-pddl-gemma3_12b-trial-14-run-4.json,false,2026-05-04T14:56:50.520Z
cook_shrimp_alkharid,pddl,gemma3:12b,5,true,runs\traces\2026-05-04T14-57-25-866Z-pddl-cook_shrimp_alkharid.json,true,26415,0,0,2,99,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-15-run-5.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b-trial-15-run-5.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-pddl-gemma3_12b-trial-15-run-5.json,false,2026-05-04T14:57:52.348Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,1,true,runs\traces\2026-05-04T14-58-32-559Z-learned_domain-cook_shrimp_alkharid.json,true,28714,0,0,3,112,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b-trial-16-run-1.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b-trial-16-run-1.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-learned_domain-gemma3_12b-trial-16-run-1.json,true,2026-05-04T14:59:01.305Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,2,true,runs\traces\2026-05-04T14-59-46-688Z-learned_domain-cook_shrimp_alkharid.json,true,21203,0,0,1,48,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json),false,runs\domain-models\state-snapshots\cook_shrimp_alkharid-learned_domain-gemma3_12b-trial-17-run-2.json,true,2026-05-04T15:00:07.923Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,3,true,runs\traces\2026-05-04T15-00-49-128Z-learned_domain-cook_shrimp_alkharid.json,true,24164,0,0,2,53,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json),false,runs\domain-models\state-snapshots\cook_shrimp_alkharid-learned_domain-gemma3_12b-trial-18-run-3.json,true,2026-05-04T15:01:13.323Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,4,true,runs\traces\2026-05-04T15-01-56-523Z-learned_domain-cook_shrimp_alkharid.json,true,23367,0,0,2,52,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json),false,runs\domain-models\state-snapshots\cook_shrimp_alkharid-learned_domain-gemma3_12b-trial-19-run-4.json,true,2026-05-04T15:02:19.923Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,5,true,runs\traces\2026-05-04T15-03-01-409Z-learned_domain-cook_shrimp_alkharid.json,true,20874,0,0,1,40,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json),false,runs\domain-models\state-snapshots\cook_shrimp_alkharid-learned_domain-gemma3_12b-trial-20-run-5.json,true,2026-05-04T15:03:22.321Z
