taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,pddlDomainModelId,pddlEmbedded,verifierEvidence,domainPath,domainUse,ragContextEnabled,completedAt
cook_shrimp_alkharid,pddl,gemma3:12b,1,true,runs\traces\2026-05-04T13-52-21-358Z-pddl-cook_shrimp_alkharid.json,true,25034,0,0,1,53,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:52:46.430Z
cook_shrimp_alkharid,pddl,gemma3:12b,2,true,runs\traces\2026-05-04T13-52-55-599Z-pddl-cook_shrimp_alkharid.json,true,28010,0,0,2,58,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:53:23.654Z
cook_shrimp_alkharid,pddl,gemma3:12b,3,true,runs\traces\2026-05-04T13-53-32-814Z-pddl-cook_shrimp_alkharid.json,true,25586,0,0,1,53,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:53:58.443Z
cook_shrimp_alkharid,pddl,gemma3:12b,4,true,runs\traces\2026-05-04T13-54-07-603Z-pddl-cook_shrimp_alkharid.json,true,24991,0,0,1,53,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:54:32.634Z
cook_shrimp_alkharid,pddl,gemma3:12b,5,true,runs\traces\2026-05-04T13-54-41-747Z-pddl-cook_shrimp_alkharid.json,true,25676,0,0,1,54,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:55:07.533Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,1,true,runs\traces\2026-05-04T13-55-16-585Z-learned_domain-cook_shrimp_alkharid.json,true,28000,0,0,2,58,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b.json),true,2026-05-04T13:55:44.626Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,2,true,runs\traces\2026-05-04T13-56-23-107Z-learned_domain-cook_shrimp_alkharid.json,true,26896,0,0,1,56,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json),true,2026-05-04T13:56:50.047Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,3,true,runs\traces\2026-05-04T13-57-22-500Z-learned_domain-cook_shrimp_alkharid.json,true,31703,0,0,3,64,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json),true,2026-05-04T13:57:54.244Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,4,true,runs\traces\2026-05-04T13-58-27-049Z-learned_domain-cook_shrimp_alkharid.json,true,27740,0,0,1,57,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json),true,2026-05-04T13:58:54.827Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,5,true,runs\traces\2026-05-04T13-59-27-405Z-learned_domain-cook_shrimp_alkharid.json,true,27991,0,0,1,58,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json),true,2026-05-04T13:59:55.436Z
