taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,pddlDomainModelId,pddlEmbedded,verifierEvidence,domainPath,domainUse,ragContextEnabled,completedAt
cook_shrimp_alkharid,pddl,gemma3:12b,1,true,runs\traces\2026-05-04T13-25-13-167Z-pddl-cook_shrimp_alkharid.json,true,3580,0,0,1,17,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:25:16.771Z
cook_shrimp_alkharid,pddl,gemma3:12b,2,true,runs\traces\2026-05-04T13-25-25-675Z-pddl-cook_shrimp_alkharid.json,true,3647,0,0,1,18,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:25:29.350Z
cook_shrimp_alkharid,pddl,gemma3:12b,3,true,runs\traces\2026-05-04T13-25-38-317Z-pddl-cook_shrimp_alkharid.json,true,3628,0,0,1,18,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:25:41.958Z
cook_shrimp_alkharid,pddl,gemma3:12b,4,true,runs\traces\2026-05-04T13-25-50-887Z-pddl-cook_shrimp_alkharid.json,true,3667,0,0,1,18,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:25:54.558Z
cook_shrimp_alkharid,pddl,gemma3:12b,5,true,runs\traces\2026-05-04T13-26-03-502Z-pddl-cook_shrimp_alkharid.json,true,8452,0,0,3,25,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-pddl-internal-gemma3_12b.json),false,2026-05-04T13:26:11.990Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,1,true,runs\traces\2026-05-04T13-26-42-802Z-learned_domain-cook_shrimp_alkharid.json,true,15338,0,0,6,37,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-learned_domain-rag-gemma3_12b.json),true,2026-05-04T13:26:58.242Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,2,true,runs\traces\2026-05-04T13-27-29-414Z-learned_domain-cook_shrimp_alkharid.json,true,5909,0,0,2,21,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-1.json),true,2026-05-04T13:27:35.350Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,3,true,runs\traces\2026-05-04T13-28-06-650Z-learned_domain-cook_shrimp_alkharid.json,true,3498,0,0,1,17,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-2.json),true,2026-05-04T13:28:10.175Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,4,true,runs\traces\2026-05-04T13-28-41-041Z-learned_domain-cook_shrimp_alkharid.json,true,5698,0,0,2,21,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-3.json),true,2026-05-04T13:28:46.767Z
cook_shrimp_alkharid,learned_domain,gemma3:12b,5,true,runs\traces\2026-05-04T13-29-18-145Z-learned_domain-cook_shrimp_alkharid.json,true,3411,0,0,1,17,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-gemma3_12b-learned-run-4.json),true,2026-05-04T13:29:21.580Z
