Source,Target,Type,Weight,Label,relation,field,evidenceCount
"page:'perfect' necklace","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:family crest",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:family pest",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:necklace",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:jewellery",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","category:ruby",Directed,0.5,"in_category","in_category",,1
"page:'perfect' necklace","action:wear",Directed,2,"has_action","has_action",,1
"page:'perfect' necklace","action:drop",Directed,2,"has_action","has_action",,1
"page:'perfect' necklace","slot:neck",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:'perfect' necklace","page:'perfect' gold bar",Directed,3,"requires_material","requires_material",,1
"page:'perfect' ring","page:'perfect' gold bar",Directed,1,"wiki_link","wiki_link",,1
"page:'perfect' ring","page:'perfect' gold bar",Directed,4,"lead_link","lead_link",,1
"page:'perfect' ring","page:'perfect' necklace",Directed,4,"lead_link","lead_link",,1
"page:'perfect' ring","category:items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:ring slot items",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:crafting",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:rings",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:jewellery",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:ruby",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:family crest",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","category:family pest",Directed,0.5,"in_category","in_category",,1
"page:'perfect' ring","action:wear",Directed,2,"has_action","has_action",,1
"page:'perfect' ring","action:drop",Directed,2,"has_action","has_action",,1
"page:'perfect' ring","slot:ring",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:'perfect' ring","page:'perfect' gold bar",Directed,3,"requires_material","requires_material",,1
"page:a scribbled note","category:items",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:content released in 2003",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:legends' quest",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","category:texts and tomes",Directed,0.5,"in_category","in_category",,1
"page:a scribbled note","action:read",Directed,2,"has_action","has_action",,1
"page:a scribbled note","action:drop",Directed,2,"has_action","has_action",,1
"page:a scruffy note","category:items",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:items that cannot be alchemised",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:plague city",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","category:texts and tomes",Directed,0.5,"in_category","in_category",,1
"page:a scruffy note","action:read",Directed,2,"has_action","has_action",,1
"page:a scruffy note","action:drop",Directed,2,"has_action","has_action",,1
"page:a small key","category:items",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:keys",Directed,0.5,"in_category","in_category",,1
"page:a small key","category:plague city",Directed,0.5,"in_category","in_category",,1
"page:a small key","action:drop",Directed,2,"has_action","has_action",,1
"page:a stone bowl","category:items",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","category:elemental workshop i",Directed,0.5,"in_category","in_category",,1
"page:a stone bowl","action:drop",Directed,2,"has_action","has_action",,1
"page:a used spell","category:items",Directed,0.5,"in_category","in_category",,1
"page:a used spell","category:untradeable items",Directed,0.5,"in_category","in_category",,1
"page:a used spell","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:a used spell","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:a used spell","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:a used spell","category:nature spirit",Directed,0.5,"in_category","in_category",,1
"page:a used spell","action:drop",Directed,2,"has_action","has_action",,1
"page:a wooden log","category:scenery",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","category:interactive scenery",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","category:content released in 2003",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","category:members' scenery",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","category:agility",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","category:agility shortcut",Directed,0.5,"in_category","in_category",,1
"page:a wooden log","action:cross",Directed,2,"has_action","has_action",,1
"page:a'abla","category:non-player characters",Directed,0.5,"in_category","in_category",,1
"page:a'abla","category:free-to-play npcs",Directed,0.5,"in_category","in_category",,1
"page:a'abla","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:a'abla","category:emir's arena",Directed,0.5,"in_category","in_category",,1
"page:a'abla","action:talk-to",Directed,2,"has_action","has_action",,1
"page:a'abla","action:heal",Directed,2,"has_action","has_action",,1
"page:aaron's archery appendages.","category:shops",Directed,0.5,"in_category","in_category",,1
"page:aaron's archery appendages.","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:aaron's archery appendages.","category:members' shops",Directed,0.5,"in_category","in_category",,1
"page:aaron's archery appendages.","category:ranging guild",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:non-player characters",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:free-to-play npcs",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:cryptic npcs",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:edgeville monastery",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","category:saradominists",Directed,0.5,"in_category","in_category",,1
"page:abbot langley","action:talk-to",Directed,2,"has_action","has_action",,1
"page:achey tree","category:scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree","category:interactive scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:achey tree","category:members' scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree","category:woodcutting",Directed,0.5,"in_category","in_category",,1
"page:achey tree","category:trees",Directed,0.5,"in_category","in_category",,1
"page:achey tree","action:chop",Directed,2,"has_action","has_action",,1
"page:achey tree logs","page:achey tree",Directed,4,"lead_link","lead_link",,1
"page:achey tree logs","category:items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:quest items",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:woodcutting",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:firemaking",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:crafting",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:logs",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:fletching",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:big chompy bird hunting",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","category:needs skilling success chart",Directed,0.5,"in_category","in_category",,1
"page:achey tree logs","action:drop",Directed,2,"has_action","has_action",,1
"page:achey tree stump","page:achey tree",Directed,1,"wiki_link","wiki_link",,1
"page:achey tree stump","page:achey tree",Directed,4,"lead_link","lead_link",,1
"page:achey tree stump","category:scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree stump","category:non-interactive scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree stump","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:achey tree stump","category:members' scenery",Directed,0.5,"in_category","in_category",,1
"page:achey tree stump","action:none",Directed,2,"has_action","has_action",,1
"page:achietties","category:non-player characters",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:members' npcs",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:quest npcs",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:content released in 2018",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:dragon slayer ii",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:heroes' quest",Directed,0.5,"in_category","in_category",,1
"page:achietties","category:heroes' guild",Directed,0.5,"in_category","in_category",,1
"page:achietties","action:talk-to",Directed,2,"has_action","has_action",,1
"page:adamant 2h sword","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:two-handed slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:items needed for an emote clue",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:slash weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:melee weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant 2h sword","action:wield",Directed,2,"has_action","has_action",,1
"page:adamant 2h sword","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant 2h sword","slot:2h",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant 2h sword","combat_style:2h sword",Directed,1.5,"uses_combat_style","uses_combat_style",,1
"page:adamant arrow","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:stackable items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:content released in 2005",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:ammunition slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:fletching",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:arrows",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","category:weapons that inflict poison",Directed,0.5,"in_category","in_category",,1
"page:adamant arrow","action:wield",Directed,2,"has_action","has_action",,1
"page:adamant arrow","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant arrow","slot:ammo",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant arrowtips","page:adamant arrow",Directed,1,"wiki_link","wiki_link",,1
"page:adamant arrowtips","page:adamant arrow",Directed,4,"lead_link","lead_link",,1
"page:adamant arrowtips","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:stackable items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:arrows",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","category:fletching",Directed,0.5,"in_category","in_category",,1
"page:adamant arrowtips","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant axe","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:weapon slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:woodcutting",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:axes",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:tools",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant axe","action:wield",Directed,2,"has_action","has_action",,1
"page:adamant axe","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant axe","slot:weapon",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant axe","combat_style:axe",Directed,1.5,"uses_combat_style","uses_combat_style",,1
"page:adamant axe head","category:pages using information from game apis or cache",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:unbankable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:non-ge items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:random events",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:woodcutting",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:axes",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:tools",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","category:unobtainable items",Directed,0.5,"in_category","in_category",,1
"page:adamant axe head","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant battleaxe","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:weapon slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:slash weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:melee weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant battleaxe","action:wield",Directed,2,"has_action","has_action",,1
"page:adamant battleaxe","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant battleaxe","slot:weapon",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant battleaxe","combat_style:axe",Directed,1.5,"uses_combat_style","uses_combat_style",,1
"page:adamant chainbody","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:body slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:chainbodies",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","category:melee armour",Directed,0.5,"in_category","in_category",,1
"page:adamant chainbody","action:wear",Directed,2,"has_action","has_action",,1
"page:adamant chainbody","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant chainbody","slot:body",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant claws","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:content released in 2004",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:two-handed slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:slash weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:melee weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant claws","action:wear",Directed,2,"has_action","has_action",,1
"page:adamant claws","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant claws","slot:2h",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant claws","combat_style:claw",Directed,1.5,"uses_combat_style","uses_combat_style",,1
"page:adamant dagger","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:noteable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:free-to-play items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:content released in 2001",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:content released in 2002",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:content released in 2005",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:weapon slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:smithing",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:recipes that require a tool",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:recipes that use a facility",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:items needed for an emote clue",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:stab weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:melee weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:weapons",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:adamant",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","category:weapons that inflict poison",Directed,0.5,"in_category","in_category",,1
"page:adamant dagger","action:wield",Directed,2,"has_action","has_action",,1
"page:adamant dagger","action:drop",Directed,2,"has_action","has_action",,1
"page:adamant dagger","slot:weapon",Directed,2,"equips_in_slot","equips_in_slot",,1
"page:adamant dagger","combat_style:stab sword",Directed,1.5,"uses_combat_style","uses_combat_style",,1
"page:adamant dart","category:items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:tradeable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:grand exchange items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:stackable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:members' items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:equipable items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:content released in 2003",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:content released in 2005",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:weapon slot items",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:fletching",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:items appearing in drop table",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:items dropped by monster",Directed,0.5,"in_category","in_category",,1
"page:adamant dart","category:ranged weapons",Directed,0.5,"in_category","in_category",,1
