Source,Target,Type,Weight,Label,relation,field,evidenceCount
"page:(attuned)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(attuned)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(attuned)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(attuned)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(b)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(b)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(b)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(b)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(b)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(basic)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(basic)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(basic)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(basic)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(basic)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(basic)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(beginner)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(beginner)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(bh)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(bh)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(blue)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(blue)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(broken)","category:incomplete articles",Directed,0.5,"in_category","in_category",,1
"page:(broken)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(c)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(c)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(cr)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(cr)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(d)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(d)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(d)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(d)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(dark)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(dark)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(deadman)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(deadman)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(dry)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(dry)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(dusk)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(dusk)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(e)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(easy)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(easy)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(elite)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(elite)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(empty)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(e)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(easy)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","page:(elite)",Directed,1,"wiki_link","wiki_link",,1
"page:(empty)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(f)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(e)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(easy)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","page:(elite)",Directed,1,"wiki_link","wiki_link",,1
"page:(f)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(full)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(full)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(full)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(g)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(green)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(e)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(easy)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(elite)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(f)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","page:(g)",Directed,1,"wiki_link","wiki_link",,1
"page:(green)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(e)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(easy)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(elite)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(f)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(g)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","page:(green)",Directed,1,"wiki_link","wiki_link",,1
"page:(h)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h1)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h1)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h1)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h1)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h2)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h2)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h2)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h2)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h3)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h3)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h3)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h3)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h4)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(b)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(basic)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(beginner)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(bh)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(blue)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(broken)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(c)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(cr)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(d)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(dark)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(deadman)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(dry)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(dusk)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(e)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(easy)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(elite)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(f)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(g)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","page:(green)",Directed,1,"wiki_link","wiki_link",,1
"page:(h4)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(h5)","page:(empty)",Directed,1,"wiki_link","wiki_link",,1
"page:(h5)","page:(full)",Directed,1,"wiki_link","wiki_link",,1
"page:(h5)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(h5)","category:suffixes",Directed,0.5,"in_category","in_category",,1
"page:(hard)","page:(+)",Directed,1,"wiki_link","wiki_link",,1
"page:(hard)","page:(-)",Directed,1,"wiki_link","wiki_link",,1
"page:(hard)","page:(a)",Directed,1,"wiki_link","wiki_link",,1
"page:(hard)","page:(attuned)",Directed,1,"wiki_link","wiki_link",,1
