Id,Label,kind,primaryType,types,url,dateAdded,dateRemoved,members,tradeable,equipable,indegree,outdegree,weightedIndegree,weightedOutdegree,pageLinkIndegree,pageLinkOutdegree,pageRank,pageLinkPageRank
"page:(empty)","(empty)","page","article","article","https://oldschool.runescape.wiki/w/(empty)",,,,,,29,21,32,20.5,29,20,0.00013566389060452796,0.00014064866564482789
"page:(f)","(f)","page","article","article","https://oldschool.runescape.wiki/w/(f)",,,,,,18,21,18,20.5,18,20,0.000046008947294331834,0.000042158151354659205
"page:(full)","(full)","page","article","article","https://oldschool.runescape.wiki/w/(full)",,,,,,27,3,27,2.5,27,2,0.00009578063543242148,0.00009385685221840197
"page:(g)","(g)","page","article","article","https://oldschool.runescape.wiki/w/(g)",,,,,,17,1,17,0.5,17,0,0.00007236195370457348,0.00010050728661097861
"page:(green)","(green)","page","article","article","https://oldschool.runescape.wiki/w/(green)",,,,,,15,25,15,24.5,15,24,0.00004112612839521457,0.000037577054974374035
"page:(h)","(h)","page","article","article","https://oldschool.runescape.wiki/w/(h)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(h1)","(h1)","page","article","article","https://oldschool.runescape.wiki/w/(h1)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(h2)","(h2)","page","article","article","https://oldschool.runescape.wiki/w/(h2)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(h3)","(h3)","page","article","article","https://oldschool.runescape.wiki/w/(h3)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(h4)","(h4)","page","article","article","https://oldschool.runescape.wiki/w/(h4)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(h5)","(h5)","page","article","article","https://oldschool.runescape.wiki/w/(h5)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(hard)","(hard)","page","article","article","https://oldschool.runescape.wiki/w/(hard)",,,,,,0,14,0,13.5,0,13,0.00002690382053716503,0.00002436271913930712
"page:(i)","(i)","page","article","article","https://oldschool.runescape.wiki/w/(i)",,,,,,2,1,5,0.5,2,0,0.00003705274004377629,0.00003478987005289506
"page:(inactive)","(inactive)","page","article","article","https://oldschool.runescape.wiki/w/(inactive)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(inert)","(inert)","page","article","article","https://oldschool.runescape.wiki/w/(inert)",,,,,,5,26,5,25.5,5,25,0.00004637730726503799,0.00004379198682529695
"page:(kg)","(kg)","page","article","article","https://oldschool.runescape.wiki/w/(kg)",,,,,,4,5,4,4.5,4,4,0.000039008950260966265,0.00003611711951016671
"page:(kp)","(kp)","page","article","article","https://oldschool.runescape.wiki/w/(kp)",,,,,,1,8,1,7.5,1,7,0.000028289774837342853,0.000025743269574119047
"page:(l)","(l)","page","item","item","https://oldschool.runescape.wiki/w/(l)",,,,,,0,3,0,5,0,1,0.00002690382053716503,0.00002436271913930712
"category:lockable items","Lockable items","category",,,,,,,,,1,0,0.5,0,0,0,0.000029190645132458437,0.00002436271913930712
"page:(lg)","(lg)","page","article","article","https://oldschool.runescape.wiki/w/(lg)",,,,,,4,1,7,0.5,4,0,0.00005613010571180475,0.00005369941587906055
"page:(light)","(light)","page","article","article","https://oldschool.runescape.wiki/w/(light)",,,,,,2,20,5,19.5,2,19,0.00003537354126047394,0.000032327433186299
"page:(lit)","(lit)","page","article","article","https://oldschool.runescape.wiki/w/(lit)",,,,,,0,7,0,6.5,0,6,0.00002690382053716503,0.00002436271913930712
"page:(m)","(m)","page","article","article","https://oldschool.runescape.wiki/w/(m)",,,,,,2,2,2,1,2,0,0.00003228458429079658,0.000029539783269851844
"category:cooking","Cooking","category",,,,,,,,,154,0,77,0,0,0,0.00029900364521007894,0.00002436271913930712
"page:(master)","(master)","page","article","article","https://oldschool.runescape.wiki/w/(master)",,,,,,0,21,0,20.5,0,20,0.00002690382053716503,0.00002436271913930712
"page:(medium)","(medium)","page","article","article","https://oldschool.runescape.wiki/w/(medium)",,,,,,0,13,0,12.5,0,12,0.00002690382053716503,0.00002436271913930712
"page:(numerical)","(numerical)","page","article","article","https://oldschool.runescape.wiki/w/(numerical)",,,,,,1,26,4,25.5,1,25,0.00003022986993258617,0.000027428328460585627
"page:(nz)","(nz)","page","article","article","https://oldschool.runescape.wiki/w/(nz)",,,,,,2,26,2,25.5,2,25,0.00003228458429079658,0.000029539783269851844
"page:(o)","(o)","page","article","article","https://oldschool.runescape.wiki/w/(o)",,,,,,1,26,1,25.5,1,25,0.000028733280213399756,0.00002608840718282203
"page:(or)","(or)","page","article","article","https://oldschool.runescape.wiki/w/(or)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(p)","(p)","page","article","article","https://oldschool.runescape.wiki/w/(p)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(p+)","(p+)","page","article","article","https://oldschool.runescape.wiki/w/(p%2B)",,,,,,0,9,0,8.5,0,8,0.00002690382053716503,0.00002436271913930712
"page:(p++)","(p++)","page","article","article","https://oldschool.runescape.wiki/w/(p%2B%2B)",,,,,,0,9,0,8.5,0,8,0.00002690382053716503,0.00002436271913930712
"page:(perfected)","(perfected)","page","article","article","https://oldschool.runescape.wiki/w/(perfected)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(r)","(r)","page","article","article","https://oldschool.runescape.wiki/w/(r)",,,,,,1,24,4,23.5,1,23,0.000030004599649427274,0.000027219030383745587
"page:(red)","(red)","page","article","article","https://oldschool.runescape.wiki/w/(red)",,,,,,0,27,0,29.5,0,26,0.00002690382053716503,0.00002436271913930712
"page:(sk)","(sk)","page","article","article","https://oldschool.runescape.wiki/w/(sk)",,,,,,0,2,0,4.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:(t)","(t)","page","article","article","https://oldschool.runescape.wiki/w/(t)",,,,,,1,1,1,0.5,1,0,0.00005671282101926149,0.00008596210009745536
"page:(tattered)","(tattered)","page","article","article","https://oldschool.runescape.wiki/w/(tattered)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:(tier)","(tier)","page","article","article","https://oldschool.runescape.wiki/w/(tier)",,,,,,2,27,5,29.5,2,26,0.000028858371473313238,0.000026147913667081163
"page:(u)","(u)","page","article","article","https://oldschool.runescape.wiki/w/(u)",,,,,,1,26,4,25.5,1,25,0.00003422165924210393,0.00003126547131336675
"page:(uncharged)","(uncharged)","page","article","article","https://oldschool.runescape.wiki/w/(uncharged)",,,,,,0,4,0,12.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:(unf)","(unf)","page","article","article","https://oldschool.runescape.wiki/w/(unf)",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:(w)","(w)","page","article","article","https://oldschool.runescape.wiki/w/(w)",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:(wound)","(wound)","page","article","article","https://oldschool.runescape.wiki/w/(wound)",,,,,,0,26,0,25.5,0,25,0.00002690382053716503,0.00002436271913930712
"page:1 april","1 April","page","article","article","https://oldschool.runescape.wiki/w/1_April",,,,,,118,3,154,1.5,118,0,0.0037344632513170322,0.010164931957865175
"category:dates in runescape","Dates in RuneScape","category",,,,,,,,,366,0,183,0,0,0,0.008650314514705892,0.00002436271913930712
"category:1 april updates","1 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0010850014802056514,0.00002436271913930712
"category:timeline","Timeline","category",,,,,,,,,408,0,204,0,0,0,0.04288205374064496,0.00002436271913930712
"page:1 august","1 August","page","article","article","https://oldschool.runescape.wiki/w/1_August",,,,,,95,3,99,1.5,95,0,0.0023025587417914556,0.008455247583278574
"category:1 august updates","1 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0006792953344536634,0.00002436271913930712
"page:1 december","1 December","page","article","article","https://oldschool.runescape.wiki/w/1_December",,,,,,116,3,126,1.5,116,0,0.00280848502591567,0.008129317098850597
"category:1 december updates","1 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0008226410075736121,0.00002436271913930712
"page:1 february","1 February","page","article","article","https://oldschool.runescape.wiki/w/1_February",,,,,,69,3,72,1.5,69,0,0.0025575364367632133,0.0057390177349344405
"category:1 february updates","1 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0007515389260492238,0.00002436271913930712
"page:1 january","1 January","page","article","article","https://oldschool.runescape.wiki/w/1_January",,,,,,73,5,77,3.5,73,2,0.0019421424965298901,0.004008597116851336
"category:1 january updates","1 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0002627353634107872,0.00002436271913930712
"page:1 july","1 July","page","article","article","https://oldschool.runescape.wiki/w/1_July",,,,,,96,4,105,2.5,96,1,0.002231922176259559,0.0064300206813152384
"category:1 july updates","1 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00040633052689859625,0.00002436271913930712
"page:1 june","1 June","page","article","article","https://oldschool.runescape.wiki/w/1_June",,,,,,110,4,117,2.5,110,1,0.0020015056606280794,0.0042242178046029664
"category:1 june updates","1 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0003671597376191091,0.00002436271913930712
"page:1 march","1 March","page","article","article","https://oldschool.runescape.wiki/w/1_March",,,,,,101,4,112,2.5,101,1,0.002385811614942964,0.004685670109281291
"category:1 march updates","1 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0004324917216439074,0.00002436271913930712
"page:1 may","1 May","page","article","article","https://oldschool.runescape.wiki/w/1_May",,,,,,91,5,91,3.5,91,2,0.0017013184222084863,0.0031173327667384267
"category:1 may updates","1 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00023349245938770278,0.00002436271913930712
"page:1 november","1 November","page","article","article","https://oldschool.runescape.wiki/w/1_November",,,,,,95,4,101,2.5,95,1,0.001338247981542386,0.0033028565722906474
"category:1 november updates","1 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0002544059712495287,0.00002436271913930712
"page:1 october","1 October","page","article","article","https://oldschool.runescape.wiki/w/1_October",,,,,,99,4,109,2.5,99,1,0.0009817124458199587,0.0018075252671174895
"category:1 october updates","1 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00019379492997308577,0.00002436271913930712
"page:1 september","1 September","page","article","article","https://oldschool.runescape.wiki/w/1_September",,,,,,96,5,104,3.5,96,2,0.001043717350505255,0.0017091373967114067
"category:1 september updates","1 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00015364092895608954,0.00002436271913930712
"page:10 april","10 April","page","article","article","https://oldschool.runescape.wiki/w/10_April",,,,,,47,6,55,4.5,47,3,0.0005703202110967961,0.0009405854509336969
"category:10 april updates","10 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00008076738450351061,0.00002436271913930712
"page:10 august","10 August","page","article","article","https://oldschool.runescape.wiki/w/10_August",,,,,,38,6,48,4.5,38,3,0.0004796643700150642,0.0007354824417128112
"category:10 august updates","10 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00007220545751787943,0.00002436271913930712
"page:10 december","10 December","page","article","article","https://oldschool.runescape.wiki/w/10_December",,,,,,47,6,56,4.5,47,3,0.000524190426670352,0.0009434176971212384
"category:10 december updates","10 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00007641070062278671,0.00002436271913930712
"page:10 february","10 February","page","article","article","https://oldschool.runescape.wiki/w/10_February",,,,,,32,6,40,4.5,32,3,0.0005463276176829192,0.0009551452796690603
"category:10 february updates","10 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00007850142925668228,0.00002436271913930712
"page:10 january","10 January","page","article","article","https://oldschool.runescape.wiki/w/10_January",,,,,,52,6,105,4.5,52,3,0.0009967635666369744,0.0017654681378132184
"category:10 january updates","10 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00012104257355440429,0.00002436271913930712
"page:10 july","10 July","page","article","article","https://oldschool.runescape.wiki/w/10_July",,,,,,41,6,56,4.5,41,3,0.00045548152499679553,0.0007502626934537407
"category:10 july updates","10 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00006992151964685625,0.00002436271913930712
"page:10 june","10 June","page","article","article","https://oldschool.runescape.wiki/w/10_June",,,,,,34,6,47,4.5,34,3,0.0007181288009745003,0.00115917205498514
"category:10 june updates","10 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00009472708669383447,0.00002436271913930712
"page:10 march","10 March","page","article","article","https://oldschool.runescape.wiki/w/10_March",,,,,,30,5,30,3.5,30,2,0.0008556849353035692,0.0015548848637266543
"category:10 march updates","10 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00013080841982797436,0.00002436271913930712
"page:10 may","10 May","page","article","article","https://oldschool.runescape.wiki/w/10_May",,,,,,32,6,36,4.5,32,3,0.0004665966706362401,0.000735511378016416
"category:10 may updates","10 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000709712833735309,0.00002436271913930712
"page:10 november","10 November","page","article","article","https://oldschool.runescape.wiki/w/10_November",,,,,,32,6,35,4.5,32,3,0.0001790943822305612,0.00021939925416220295
"category:10 november updates","10 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000043818291825588827,0.00002436271913930712
"page:10 october","10 October","page","article","article","https://oldschool.runescape.wiki/w/10_October",,,,,,32,6,36,4.5,32,3,0.00021978147653440672,0.0002822810125381706
"category:10 october updates","10 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000047660961394391866,0.00002436271913930712
"page:10 september","10 September","page","article","article","https://oldschool.runescape.wiki/w/10_September",,,,,,42,6,49,4.5,42,3,0.0002864134970212414,0.0004059057832843866
"category:10 september updates","10 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000053953986248619356,0.00002436271913930712
"page:10th squad","10th Squad","page","article","article","https://oldschool.runescape.wiki/w/10th_Squad",,,,,,12,3,27,1.5,12,0,0.00010066001882314357,0.00011889094312391319
"category:monkey madness i","Monkey Madness I","category",,,,,,,,,7,0,3.5,0,0,0,0.00006696936209932196,0.00002436271913930712
"category:gnomes","Gnomes","category",,,,,,,,,19,0,9.5,0,0,0,0.0001206442814460625,0.00002436271913930712
"category:organisations","Organisations","category",,,,,,,,,46,0,23,0,0,0,0.00018868118117239014,0.00002436271913930712
"page:11 april","11 April","page","article","article","https://oldschool.runescape.wiki/w/11_April",,,,,,33,7,37,5.5,33,4,0.00048638100777667956,0.0007886633549602705
"category:11 april updates","11 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000644878004287538,0.00002436271913930712
"page:11 august","11 August","page","article","article","https://oldschool.runescape.wiki/w/11_August",,,,,,28,7,28,5.5,28,4,0.00035952804558481676,0.0005493042429300947
"category:11 august updates","11 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00005468553481173818,0.00002436271913930712
"page:11 december","11 December","page","article","article","https://oldschool.runescape.wiki/w/11_December",,,,,,37,7,41,5.5,37,4,0.0004404735139584741,0.0007655904287964904
"category:11 december updates","11 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00006094041581123981,0.00002436271913930712
"page:11 february","11 February","page","article","article","https://oldschool.runescape.wiki/w/11_February",,,,,,62,7,62,5.5,62,4,0.00048093055842457434,0.0007842779233799202
"category:11 february updates","11 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00006406663785092666,0.00002436271913930712
"page:11 january","11 January","page","article","article","https://oldschool.runescape.wiki/w/11_January",,,,,,57,7,93,5.5,57,4,0.0008508377073933782,0.0014467392653339567
"category:11 january updates","11 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000926503552345268,0.00002436271913930712
"page:11 july","11 July","page","article","article","https://oldschool.runescape.wiki/w/11_July",,,,,,96,7,292,5.5,96,4,0.0006384314792068306,0.0010964993679634483
"category:11 july updates","11 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00007623716370625954,0.00002436271913930712
"page:11 june","11 June","page","article","article","https://oldschool.runescape.wiki/w/11_June",,,,,,144,7,503,5.5,144,4,0.0010503227423330982,0.0015107599020253708
"category:11 june updates","11 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00010806513840659723,0.00002436271913930712
"page:11 march","11 March","page","article","article","https://oldschool.runescape.wiki/w/11_March",,,,,,34,7,37,5.5,34,4,0.000752810313723041,0.001292908476184511
"category:11 march updates","11 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00008507552977002708,0.00002436271913930712
"page:11 may","11 May","page","article","article","https://oldschool.runescape.wiki/w/11_May",,,,,,32,7,32,5.5,32,4,0.00040729361927045493,0.0006096349735002702
"category:11 may updates","11 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00005837651081009787,0.00002436271913930712
"page:11 november","11 November","page","article","article","https://oldschool.runescape.wiki/w/11_November",,,,,,33,7,36,5.5,33,4,0.0001437372428533372,0.0001691510745362916
"category:11 november updates","11 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00003801079042098311,0.00002436271913930712
"page:11 october","11 October","page","article","article","https://oldschool.runescape.wiki/w/11_October",,,,,,36,7,36,5.5,36,4,0.00019739242226886778,0.0002408096026127564
"category:11 october updates","11 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00004215687282188673,0.00002436271913930712
"page:11 september","11 September","page","article","article","https://oldschool.runescape.wiki/w/11_September",,,,,,91,7,312,5.5,91,4,0.00035992874155956384,0.00046091310536474836
"category:11 september updates","11 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000054716498029683936,0.00002436271913930712
"page:12 april","12 April","page","article","article","https://oldschool.runescape.wiki/w/12_April",,,,,,33,8,37,6.5,33,5,0.00042555282890777477,0.0006473046517763422
"category:12 april updates","12 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00005472842365790675,0.00002436271913930712
"page:12 august","12 August","page","article","article","https://oldschool.runescape.wiki/w/12_August",,,,,,42,8,62,6.5,42,5,0.0003407848224260747,0.0004903721393421187
"category:12 august updates","12 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00004918590708005569,0.00002436271913930712
"page:12 days of dragon sleigher","12 Days of Dragon Sleigher","page","event","event","https://oldschool.runescape.wiki/w/12_Days_of_Dragon_Sleigher",,,,,,10,4,10,2.5,10,1,0.00020650313308675348,0.00038394570453627894
"category:events","Events","category",,,,,,,,,43,0,21.5,0,0,0,0.00026155032106068253,0.00002436271913930712
"category:clue hunting events","Clue hunting events","category",,,,,,,,,5,0,2.5,0,0,0,0.0000750447774073189,0.00002436271913930712
"category:12 days of dragon sleigher","12 Days of Dragon Sleigher","category",,,,,,,,,1,0,0.5,0,0,0,0.00006200935952562003,0.00002436271913930712
"page:12 december","12 December","page","article","article","https://oldschool.runescape.wiki/w/12_December",,,,,,270,8,1061,6.5,270,5,0.0024583788518974044,0.0037306867049989234
"category:12 december updates","12 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00018764400294742805,0.00002436271913930712
"page:12 february","12 February","page","article","article","https://oldschool.runescape.wiki/w/12_February",,,,,,36,6,48,4.5,36,3,0.0003815897929959082,0.0005867923233725049
"category:12 february updates","12 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00006294285950549104,0.00002436271913930712
"page:12 january","12 January","page","article","article","https://oldschool.runescape.wiki/w/12_January",,,,,,34,9,41,7.5,34,6,0.000730477824218863,0.0012263242853801121
"category:12 january updates","12 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00006829755605240467,0.00002436271913930712
"page:12 july","12 July","page","article","article","https://oldschool.runescape.wiki/w/12_July",,,,,,57,8,119,6.5,57,5,0.0004083459182150499,0.0005583295545037836
"category:12 july updates","12 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000053603363837420236,0.00002436271913930712
"page:12 june","12 June","page","article","article","https://oldschool.runescape.wiki/w/12_June",,,,,,35,8,61,6.5,35,5,0.0002823009133035308,0.00043556517735750407
